symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2016-07-18 00:00:00+00:00,99.83,100.13,98.6,98.7,36493867,23.3116475009,23.3817015352,23.02442596,23.0477773048,145975468,0.0,1.0
AAPL,2016-07-19 00:00:00+00:00,99.87,100.0,99.34,99.56,23779924,23.3209880388,23.351344787,23.1972259114,23.2485988699,95119696,0.0,1.0
AAPL,2016-07-20 00:00:00+00:00,99.96,100.46,99.735,100.0,26275968,23.3420042491,23.458760973,23.2894637233,23.351344787,105103872,0.0,1.0
AAPL,2016-07-21 00:00:00+00:00,99.43,101.0,99.13,99.83,32702028,23.2182421217,23.5848582349,23.1481880873,23.3116475009,130808112,0.0,1.0
AAPL,2016-07-22 00:00:00+00:00,98.66,99.3,98.31,99.26,28313669,23.0384367668,23.1878853735,22.9567070601,23.1785448356,113254676,0.0,1.0
AAPL,2016-07-25 00:00:00+00:00,97.34,98.84,96.92,98.25,40382921,22.7301990157,23.0804691875,22.6321233676,22.9426962532,161531684,0.0,1.0
AAPL,2016-07-26 00:00:00+00:00,96.67,97.97,96.42,96.82,56239822,22.5737450056,22.8773124878,22.5153666436,22.6087720228,224959288,0.0,1.0
AAPL,2016-07-27 00:00:00+00:00,102.95,104.35,102.75,104.265,92344820,24.0402094582,24.3671282852,23.9935067686,24.3472796422,369379280,0.0,1.0
AAPL,2016-07-28 00:00:00+00:00,104.34,104.45,102.82,102.83,39869839,24.3647931507,24.39047963,24.00985271,24.0121878445,159479356,0.0,1.0
AAPL,2016-07-29 00:00:00+00:00,104.21,104.55,103.68,104.19,27733688,24.3344364025,24.4138309748,24.2106742752,24.3297661336,110934752,0.0,1.0
AAPL,2016-08-01 00:00:00+00:00,106.05,106.15,104.41,104.41,38167871,24.7641011466,24.7874524914,24.3811390921,24.3811390921,152671484,0.0,1.0
AAPL,2016-08-02 00:00:00+00:00,104.48,106.07,104.0,106.05,33816556,24.3974850334,24.7687714156,24.2853985785,24.7641011466,135266224,0.0,1.0
AAPL,2016-08-03 00:00:00+00:00,105.79,105.84,104.77,104.81,30202641,24.7033876502,24.7150633226,24.4652039333,24.4745444712,120810564,0.0,1.0
AAPL,2016-08-04 00:00:00+00:00,105.87,106.0,105.28,105.58,27408650,24.8551713913,24.8856915791,24.7166566929,24.7870878954,109634600,0.57,1.0
AAPL,2016-08-05 00:00:00+00:00,107.48,107.65,106.18,106.27,40553402,25.2331521785,25.2730631933,24.9279503006,24.9490796614,162213608,0.0,1.0
AAPL,2016-08-08 00:00:00+00:00,108.37,108.37,107.16,107.52,28037220,25.4420980795,25.4420980795,25.1580255624,25.2425430055,112148880,0.0,1.0
AAPL,2016-08-09 00:00:00+00:00,108.81,108.94,108.01,108.23,26315204,25.5453971766,25.5759173644,25.3575806364,25.4092301849,105260816,0.0,1.0
AAPL,2016-08-10 00:00:00+00:00,108.0,108.9,107.76,108.71,24008505,25.3552329296,25.5665265374,25.2988879675,25.5219201091,96034020,0.0,1.0
AAPL,2016-08-11 00:00:00+00:00,107.93,108.93,107.85,108.52,27484506,25.3387989823,25.5735696576,25.3200173283,25.4773136807,109938024,0.0,1.0
AAPL,2016-08-12 00:00:00+00:00,108.18,108.44,107.78,107.78,18660434,25.3974916512,25.4585320267,25.303583381,25.303583381,74641736,0.0,1.0
AAPL,2016-08-15 00:00:00+00:00,109.48,109.54,108.08,108.14,25868209,25.702693529,25.7167797695,25.3740145836,25.3881008241,103472836,0.0,1.0
AAPL,2016-08-16 00:00:00+00:00,109.38,110.23,109.21,109.63,33794448,25.6792164615,25.8787715355,25.6393054467,25.7379091303,135177792,0.0,1.0
AAPL,2016-08-17 00:00:00+00:00,109.22,109.37,108.34,109.1,25355976,25.6416531534,25.6768687547,25.4350549592,25.6134806724,101423904,0.0,1.0
AAPL,2016-08-18 00:00:00+00:00,109.08,109.6,109.02,109.23,21984703,25.6087852589,25.73086601,25.5946990184,25.6440008602,87938812,0.0,1.0
AAPL,2016-08-19 00:00:00+00:00,109.36,109.69,108.36,108.77,25368072,25.674521048,25.7519953708,25.4397503727,25.5360063496,101472288,0.0,1.0
AAPL,2016-08-22 00:00:00+00:00,108.51,109.1,107.85,108.86,25820230,25.474965974,25.6134806724,25.3200173283,25.5571357103,103280920,0.0,1.0
AAPL,2016-08-23 00:00:00+00:00,108.85,109.32,108.53,108.59,21257669,25.5547880036,25.665130221,25.4796613875,25.493747628,85030676,0.0,1.0
AAPL,2016-08-24 00:00:00+00:00,108.03,108.75,107.68,108.565,23675081,25.3622760499,25.5313109361,25.2801063135,25.4878783611,94700324,0.0,1.0
AAPL,2016-08-25 00:00:00+00:00,107.57,107.88,106.68,107.39,25086248,25.2542815392,25.3270604486,25.0453356382,25.2120228177,100344992,0.0,1.0
AAPL,2016-08-26 00:00:00+00:00,106.94,107.95,106.31,107.41,27766291,25.1063760138,25.3434943958,24.9584704884,25.2167182312,111065164,0.0,1.0
AAPL,2016-08-29 00:00:00+00:00,106.82,107.44,106.29,106.62,24970300,25.0782035328,25.2237613515,24.9537750749,25.0312493977,99881200,0.0,1.0
AAPL,2016-08-30 00:00:00+00:00,106.0,106.5,105.5,105.8,24863945,24.8856915791,25.0030769167,24.7683062414,24.838737444,99455780,0.0,1.0
AAPL,2016-08-31 00:00:00+00:00,106.1,106.5699,105.64,105.66,29662406,24.9091686466,25.0194873869,24.801174136,24.8058695495,118649624,0.0,1.0
AAPL,2016-09-01 00:00:00+00:00,106.73,106.8,105.62,106.14,26701523,25.057074172,25.0735081193,24.7964787225,24.9185594736,106806092,0.0,1.0
AAPL,2016-09-02 00:00:00+00:00,107.73,108.0,106.82,107.7,26802450,25.2918448473,25.3552329296,25.0782035328,25.284801727,107209800,0.0,1.0
AAPL,2016-09-06 00:00:00+00:00,107.7,108.3,107.51,107.9,26880391,25.284801727,25.4256641322,25.2401952987,25.3317558621,107521564,0.0,1.0
AAPL,2016-09-07 00:00:00+00:00,108.36,108.76,107.07,107.83,42364328,25.4397503727,25.5336586428,25.1368962016,25.3153219148,169457312,0.0,1.0
AAPL,2016-09-08 00:00:00+00:00,105.52,107.27,105.24,107.25,53002026,24.7730016549,25.1838503367,24.7072658658,25.1791549232,212008104,0.0,1.0
AAPL,2016-09-09 00:00:00+00:00,103.13,105.72,103.13,104.64,46556984,24.211899741,24.81995579,24.211899741,24.5664034607,186227936,0.0,1.0
AAPL,2016-09-12 00:00:00+00:00,105.44,105.72,102.53,102.65,45292770,24.7542200009,24.81995579,24.0710373359,24.0992098169,181171080,0.0,1.0
AAPL,2016-09-13 00:00:00+00:00,107.95,108.79,107.24,107.51,62176190,25.3434943958,25.5407017631,25.1768072164,25.2401952987,248704760,0.0,1.0
AAPL,2016-09-14 00:00:00+00:00,111.77,113.03,108.6,108.73,112340318,26.2403183754,26.5361294262,25.4960953348,25.5266155226,449361272,0.0,1.0
AAPL,2016-09-15 00:00:00+00:00,115.57,115.73,113.49,113.86,90613177,27.1324469414,27.1700102495,26.6441239369,26.7309890867,362452708,0.0,1.0
AAPL,2016-09-16 00:00:00+00:00,114.92,116.13,114.04,115.12,79886911,26.9798460025,27.2639185196,26.7732478083,27.0268001376,319547644,0.0,1.0
AAPL,2016-09-19 00:00:00+00:00,113.58,116.18,113.25,115.19,47023046,26.6652532976,27.2756570533,26.5877789748,27.0432340848,188092184,0.0,1.0
AAPL,2016-09-20 00:00:00+00:00,113.57,114.12,112.51,113.05,34514269,26.6629055909,26.7920294623,26.4140486751,26.5408248397,138057076,0.0,1.0
AAPL,2016-09-21 00:00:00+00:00,113.55,113.989,112.441,113.85,36003185,26.6582101774,26.7612745038,26.3978494985,26.72864138,144012740,0.0,1.0
AAPL,2016-09-22 00:00:00+00:00,114.62,114.94,114.0,114.35,31073984,26.9094147999,26.984541416,26.7638569813,26.8460267176,124295936,0.0,1.0
AAPL,2016-09-23 00:00:00+00:00,112.71,114.79,111.55,114.42,52481151,26.4610028101,26.9493258147,26.1886688268,26.8624606649,209924604,0.0,1.0
AAPL,2016-09-26 00:00:00+00:00,112.88,113.39,111.55,111.64,29869442,26.5009138249,26.6206468693,26.1886688268,26.2097981876,119477768,0.0,1.0
AAPL,2016-09-27 00:00:00+00:00,113.09,113.18,112.34,113.0,24607412,26.5502156668,26.5713450275,26.3741376603,26.529086306,98429648,0.0,1.0
AAPL,2016-09-28 00:00:00+00:00,113.95,114.64,113.43,113.69,29641085,26.7521184475,26.9141102134,26.6300376963,26.6910780719,118564340,0.0,1.0
AAPL,2016-09-29 00:00:00+00:00,112.18,113.8,111.8,113.16,35886990,26.3365743523,26.7169028462,26.2473614956,26.566649614,143547960,0.0,1.0
AAPL,2016-09-30 00:00:00+00:00,113.05,113.37,111.8,112.46,36379106,26.5408248397,26.6159514558,26.2473614956,26.4023101413,145516424,0.0,1.0
AAPL,2016-10-03 00:00:00+00:00,112.52,113.05,112.28,112.71,21701760,26.4163963818,26.5408248397,26.3600514198,26.4610028101,86807040,0.0,1.0
AAPL,2016-10-04 00:00:00+00:00,113.0,114.31,112.63,113.06,29736835,26.529086306,26.8366358906,26.4422211561,26.5431725465,118947340,0.0,1.0
AAPL,2016-10-05 00:00:00+00:00,113.05,113.66,112.69,113.4,21453089,26.5408248397,26.6840349517,26.4563073966,26.6229945761,85812356,0.0,1.0
AAPL,2016-10-06 00:00:00+00:00,113.89,114.34,113.13,113.7,28779313,26.738032207,26.8436790108,26.5596064938,26.6934257787,115117252,0.0,1.0
AAPL,2016-10-07 00:00:00+00:00,114.06,114.56,113.51,114.31,24358443,26.7779432218,26.8953285594,26.6488193504,26.8366358906,97433772,0.0,1.0
AAPL,2016-10-10 00:00:00+00:00,116.05,116.75,114.72,115.02,36235956,27.2451368656,27.4094763383,26.9328918674,27.00332307,144943824,0.0,1.0
AAPL,2016-10-11 00:00:00+00:00,116.3,118.69,116.2,117.7,64041043,27.3038295344,27.8649314483,27.2803524669,27.6325084798,256164172,0.0,1.0
AAPL,2016-10-12 00:00:00+00:00,117.34,117.98,116.75,117.35,37586787,27.5479910367,27.6982442688,27.4094763383,27.5503387434,150347148,0.0,1.0
AAPL,2016-10-13 00:00:00+00:00,116.98,117.44,115.72,116.79,35192406,27.4634735936,27.5714681042,27.1676625427,27.4188671653,140769624,0.0,1.0
AAPL,2016-10-14 00:00:00+00:00,117.63,118.17,117.13,117.88,35652191,27.6160745325,27.7428506971,27.4986891949,27.6747672013,142608764,0.0,1.0
AAPL,2016-10-17 00:00:00+00:00,117.55,117.84,116.78,117.33,23624896,27.5972928785,27.6653763743,27.4165194585,27.5456433299,94499584,0.0,1.0
AAPL,2016-10-18 00:00:00+00:00,117.47,118.21,117.45,118.18,24553478,27.5785112245,27.7522415242,27.5738158109,27.7451984039,98213912,0.0,1.0
AAPL,2016-10-19 00:00:00+00:00,117.12,117.76,113.8,117.25,20034594,27.4963414881,27.6465947203,26.7169028462,27.5268616759,80138376,0.0,1.0
AAPL,2016-10-20 00:00:00+00:00,117.06,117.38,116.33,116.86,24125801,27.4822552476,27.5573818637,27.3108726546,27.4353011125,96503204,0.0,1.0
AAPL,2016-10-21 00:00:00+00:00,116.6,116.91,116.28,116.81,23192665,27.374260737,27.4470396463,27.2991341209,27.4235625788,92770660,0.0,1.0
AAPL,2016-10-24 00:00:00+00:00,117.65,117.74,117.0,117.1,23538673,27.620769946,27.6418993068,27.4681690071,27.4916460746,94154692,0.0,1.0
AAPL,2016-10-25 00:00:00+00:00,118.25,118.36,117.31,117.95,48128970,27.7616323512,27.7874571254,27.5409479164,27.6912011486,192515880,0.0,1.0
AAPL,2016-10-26 00:00:00+00:00,115.59,115.7,113.31,114.31,66134219,27.1371423549,27.1629671292,26.6018652153,26.8366358906,264536876,0.0,1.0
AAPL,2016-10-27 00:00:00+00:00,114.48,115.86,114.1,115.39,34562045,26.8765469054,27.2005304373,26.7873340488,27.0901882199,138248180,0.0,1.0
AAPL,2016-10-28 00:00:00+00:00,113.72,115.21,113.45,113.87,37861662,26.6981211922,27.0479294983,26.6347331099,26.7333367935,151446648,0.0,1.0
AAPL,2016-10-31 00:00:00+00:00,113.54,114.23,113.2,113.65,26419398,26.6558624706,26.8178542366,26.576040441,26.6816872449,105677592,0.0,1.0
AAPL,2016-11-01 00:00:00+00:00,111.49,113.77,110.53,113.46,43825812,26.1745825863,26.7098597259,25.949202738,26.6370808166,175303248,0.0,1.0
AAPL,2016-11-02 00:00:00+00:00,111.59,112.35,111.23,111.4,28331709,26.1980596538,26.376485367,26.1135422107,26.1534532255,113326836,0.0,1.0
AAPL,2016-11-03 00:00:00+00:00,109.83,111.46,109.55,110.98,26932602,25.9186825503,26.3033447788,25.852605603,26.1900700121,107730408,0.57,1.0
AAPL,2016-11-04 00:00:00+00:00,108.84,110.25,108.11,108.53,30836997,25.685053344,26.0177979711,25.512781303,25.6118967238,123347988,0.0,1.0
AAPL,2016-11-07 00:00:00+00:00,110.41,110.51,109.46,110.08,32560000,26.0555562267,26.0791551364,25.8313665843,25.9776798246,130240000,0.0,1.0
AAPL,2016-11-08 00:00:00+00:00,111.06,111.72,109.7,110.31,24254179,26.2089491399,26.3647019441,25.8880039676,26.0319573169,97016716,0.0,1.0
AAPL,2016-11-09 00:00:00+00:00,110.88,111.32,108.05,109.88,59176361,26.1664711024,26.2703063052,25.4986219572,25.9304820051,236705444,0.0,1.0
AAPL,2016-11-10 00:00:00+00:00,107.79,111.09,105.83,111.09,57134541,25.4372647919,26.2160288128,24.9747261613,26.2160288128,228538164,0.0,1.0
AAPL,2016-11-11 00:00:00+00:00,108.43,108.87,106.55,106.92,34143898,25.5882978141,25.6921330169,25.1446383113,25.2319542773,136575592,0.0,1.0
AAPL,2016-11-14 00:00:00+00:00,105.71,107.809,104.08,107.32,51175504,24.9464074696,25.4417485847,24.5617452411,25.3263499162,204702016,0.0,1.0
AAPL,2016-11-15 00:00:00+00:00,107.11,107.68,106.1593,106.57,32264510,25.2767922058,25.4113059912,25.052437371,25.1493580933,129058040,0.0,1.0
AAPL,2016-11-16 00:00:00+00:00,109.99,110.23,106.6,106.7,58840522,25.9564408058,26.0130781892,25.1564377662,25.1800366759,235362088,0.0,1.0
AAPL,2016-11-17 00:00:00+00:00,109.95,110.35,108.83,109.81,27632003,25.9470012419,26.0413968808,25.682693453,25.9139627683,110528012,0.0,1.0
AAPL,2016-11-18 00:00:00+00:00,110.06,110.54,109.66,109.72,28428917,25.9729600426,26.0862348093,25.8785644037,25.8927237496,113715668,0.0,1.0
AAPL,2016-11-21 00:00:00+00:00,111.73,111.99,110.01,110.12,29264571,26.367061835,26.4284190003,25.9611605878,25.9871193885,117058284,0.0,1.0
AAPL,2016-11-22 00:00:00+00:00,111.8,112.42,111.4,111.95,25965534,26.3835810718,26.5298943121,26.2891854329,26.4189794364,103862136,0.0,1.0
AAPL,2016-11-23 00:00:00+00:00,111.23,111.51,110.33,111.36,27426394,26.2490672864,26.3151442336,26.0366770989,26.279745869,109705576,0.0,1.0
AAPL,2016-11-25 00:00:00+00:00,111.79,111.87,110.95,111.13,11475922,26.3812211809,26.4001003086,26.1829903392,26.2254683767,45903688,0.0,1.0
AAPL,2016-11-28 00:00:00+00:00,111.57,112.465,111.39,111.43,27193983,26.3293035795,26.5405138215,26.286825542,26.2962651059,108775932,0.0,1.0
AAPL,2016-11-29 00:00:00+00:00,111.46,112.03,110.07,110.78,28528750,26.3033447788,26.4378585642,25.9753199336,26.1428721926,114115000,0.0,1.0
AAPL,2016-11-30 00:00:00+00:00,110.52,112.2,110.27,111.56,36162258,26.0815150274,26.4779767107,26.0225177531,26.3269436885,144649032,0.0,1.0
AAPL,2016-12-01 00:00:00+00:00,109.49,110.94,109.03,110.365,37086862,25.8384462572,26.1806304482,25.7298912725,26.0449367173,148347448,0.0,1.0
AAPL,2016-12-02 00:00:00+00:00,109.9,110.09,108.85,109.17,26527997,25.9352017871,25.9800397155,25.687413235,25.7629297461,106111988,0.0,1.0
AAPL,2016-12-05 00:00:00+00:00,109.11,110.03,108.25,110.0,34324540,25.7487704002,25.9658803697,25.5458197766,25.9588006968,137298160,0.0,1.0
AAPL,2016-12-06 00:00:00+00:00,109.95,110.36,109.19,109.5,26195462,25.9470012419,26.0437567718,25.767649528,25.8408061482,104781848,0.0,1.0
AAPL,2016-12-07 00:00:00+00:00,111.03,111.19,109.16,109.26,29998719,26.201869467,26.2396277225,25.7605698551,25.7841687648,119994876,0.0,1.0
AAPL,2016-12-08 00:00:00+00:00,112.12,112.43,110.6,110.86,27068316,26.459097583,26.5322542031,26.1003941551,26.1617513204,108273264,0.0,1.0
AAPL,2016-12-09 00:00:00+00:00,113.95,114.7,112.31,112.31,34402627,26.8909576309,27.0679494538,26.5039355114,26.5039355114,137610508,0.0,1.0
AAPL,2016-12-12 00:00:00+00:00,113.3,115.0,112.49,113.29,26374377,26.7375647177,27.138746183,26.5464135489,26.7352048267,105497508,0.0,1.0
AAPL,2016-12-13 00:00:00+00:00,115.19,115.92,113.75,113.84,43733811,27.1835841115,27.3558561525,26.8437598115,26.8649988302,174935244,0.0,1.0
AAPL,2016-12-14 00:00:00+00:00,115.19,116.2,114.98,115.04,34031834,27.1835841115,27.4219330997,27.1340264011,27.1481857469,136127336,0.0,1.0
AAPL,2016-12-15 00:00:00+00:00,115.82,116.73,115.23,115.38,46524544,27.3322572428,27.5470073212,27.1930236754,27.22842204,186098176,0.0,1.0
AAPL,2016-12-16 00:00:00+00:00,115.97,116.5,115.645,116.47,44351134,27.3676556073,27.4927298289,27.2909591507,27.485650156,177404536,0.0,1.0
AAPL,2016-12-19 00:00:00+00:00,116.64,117.38,115.75,115.8,27779423,27.5257683025,27.7004002345,27.3157380059,27.3275374608,111117692,0.0,1.0
AAPL,2016-12-20 00:00:00+00:00,116.95,117.5,116.68,116.74,21424965,27.5989249226,27.7287189261,27.5352078664,27.5493672122,85699860,0.0,1.0
AAPL,2016-12-21 00:00:00+00:00,117.06,117.4,116.78,116.8,23783165,27.6248837233,27.7051200164,27.5588067761,27.5635265581,95132660,0.0,1.0
AAPL,2016-12-22 00:00:00+00:00,116.29,116.51,115.64,116.35,26085854,27.4431721185,27.4950897199,27.2897792052,27.4573314643,104343416,0.0,1.0
AAPL,2016-12-23 00:00:00+00:00,116.52,116.52,115.59,115.59,14249484,27.4974496108,27.4974496108,27.2779797504,27.2779797504,56997936,0.0,1.0
AAPL,2016-12-27 00:00:00+00:00,117.26,117.8,116.49,116.52,18296855,27.6720815428,27.7995156553,27.4903699379,27.4974496108,73187420,0.0,1.0
AAPL,2016-12-28 00:00:00+00:00,116.76,118.0166,116.2,117.52,20905892,27.5540869942,27.8506308938,27.4219330997,27.7334387081,83623568,0.0,1.0
AAPL,2016-12-29 00:00:00+00:00,116.73,117.1095,116.4,116.45,15039519,27.5470073212,27.6365651836,27.4691309192,27.480930374,60158076,0.0,1.0
AAPL,2016-12-30 00:00:00+00:00,115.82,117.2,115.43,116.65,30586265,27.3322572428,27.6579221969,27.2402214948,27.5281281935,122345060,0.0,1.0
AAPL,2017-01-03 00:00:00+00:00,116.15,116.33,114.76,115.8,28781865,27.4101336448,27.4526116823,27.0821087997,27.3275374608,115127460,0.0,1.0
AAPL,2017-01-04 00:00:00+00:00,116.02,116.51,115.75,115.85,21118116,27.3794550622,27.4950897199,27.3157380059,27.3393369157,84472464,0.0,1.0
AAPL,2017-01-05 00:00:00+00:00,116.61,116.8642,115.81,115.92,22193587,27.5186886296,27.5786770581,27.3298973518,27.3558561525,88774348,0.0,1.0
AAPL,2017-01-06 00:00:00+00:00,117.91,118.16,116.47,116.78,31751900,27.825474456,27.8844717303,27.485650156,27.5588067761,127007600,0.0,1.0
AAPL,2017-01-09 00:00:00+00:00,118.99,119.43,117.94,117.95,33561948,28.080342681,28.1841778838,27.8325541289,27.8349140199,134247792,0.0,1.0
AAPL,2017-01-10 00:00:00+00:00,119.11,119.38,118.3,118.77,24462051,28.1086613727,28.1723784289,27.9175102039,28.0284250796,97848204,0.0,1.0
AAPL,2017-01-11 00:00:00+00:00,119.75,119.93,118.6,118.74,27588593,28.2596943949,28.3021724324,27.9883069331,28.0213454067,110354372,0.0,1.0
AAPL,2017-01-12 00:00:00+00:00,119.25,119.3,118.21,118.895,27086220,28.1416998463,28.1534993012,27.8962711852,28.0579237168,108344880,0.0,1.0
AAPL,2017-01-13 00:00:00+00:00,119.04,119.62,118.81,119.11,26111948,28.0921421359,28.2290158123,28.0378646435,28.1086613727,104447792,0.0,1.0
AAPL,2017-01-17 00:00:00+00:00,120.0,120.24,118.22,118.34,34439843,28.3186916692,28.3753290526,27.8986310761,27.9269497678,137759372,0.0,1.0
AAPL,2017-01-18 00:00:00+00:00,119.99,120.5,119.71,120.0,23712961,28.3163317783,28.4366862179,28.250254831,28.3186916692,94851844,0.0,1.0
AAPL,2017-01-19 00:00:00+00:00,119.78,120.09,119.37,119.4,25597291,28.2667740678,28.339930688,28.170018538,28.1770982109,102389164,0.0,1.0
AAPL,2017-01-20 00:00:00+00:00,120.0,120.45,119.7346,120.45,32597892,28.3186916692,28.424886763,28.2560601628,28.424886763,130391568,0.0,1.0
AAPL,2017-01-23 00:00:00+00:00,120.08,120.81,119.77,120.0,22050218,28.337570797,28.509842838,28.2644141769,28.3186916692,88200872,0.0,1.0
AAPL,2017-01-24 00:00:00+00:00,119.97,120.1,119.5,119.55,23211038,28.3116119963,28.342290579,28.2006971206,28.2124965755,92844152,0.0,1.0
AAPL,2017-01-25 00:00:00+00:00,121.88,122.1,120.28,120.42,32586673,28.762351172,28.8142687734,28.3847686165,28.4178070901,130346692,0.0,1.0
AAPL,2017-01-26 00:00:00+00:00,121.94,122.44,121.6,121.67,26337576,28.7765105179,28.8945050665,28.6962742248,28.7127934616,105350304,0.0,1.0
AAPL,2017-01-27 00:00:00+00:00,121.95,122.35,121.6,122.14,20562944,28.7788704089,28.8732660478,28.6962742248,28.8237083373,82251776,0.0,1.0
AAPL,2017-01-30 00:00:00+00:00,121.63,121.63,120.66,120.93,30377503,28.7033538977,28.7033538977,28.4744444734,28.5381615297,121510012,0.0,1.0
AAPL,2017-01-31 00:00:00+00:00,121.35,121.39,120.62,121.15,49200993,28.6372769505,28.6467165144,28.4650049095,28.5900791311,196803972,0.0,1.0
AAPL,2017-02-01 00:00:00+00:00,128.75,130.49,127.01,127.03,111985040,30.3835962701,30.7942172993,29.9729752409,29.9776950229,447940160,0.0,1.0
AAPL,2017-02-02 00:00:00+00:00,128.53,129.39,127.78,127.975,33710411,30.3316786687,30.5346292923,30.1546868458,30.2007047197,134841644,0.0,1.0
AAPL,2017-02-03 00:00:00+00:00,129.08,129.19,128.16,128.31,24507301,30.4614726722,30.4874314729,30.2443627027,30.2797610673,98029204,0.0,1.0
AAPL,2017-02-06 00:00:00+00:00,130.29,130.5,128.9,129.13,26845924,30.7470194799,30.7965771903,30.4189946347,30.4732721271,107383696,0.0,1.0
AAPL,2017-02-07 00:00:00+00:00,131.53,132.09,130.45,130.54,38183841,31.0396459605,31.1717998549,30.7847777354,30.8060167542,152735364,0.0,1.0
AAPL,2017-02-08 00:00:00+00:00,132.04,132.22,131.22,131.35,23004072,31.1600004,31.2024784375,30.9664893403,30.9971679229,92016288,0.0,1.0
AAPL,2017-02-09 00:00:00+00:00,132.42,132.445,131.12,131.65,28349859,31.3841900424,31.3901151651,31.0760836608,31.2016962625,113399436,0.57,1.0
AAPL,2017-02-10 00:00:00+00:00,132.12,132.94,132.05,132.46,20065458,31.3130885697,31.5074325951,31.2964982261,31.3936702388,80261832,0.0,1.0
AAPL,2017-02-13 00:00:00+00:00,133.29,133.82,132.75,133.08,23035421,31.5903843132,31.7159969149,31.4624016624,31.5406132823,92141684,0.0,1.0
AAPL,2017-02-14 00:00:00+00:00,135.02,135.09,133.25,133.47,33226223,32.0004028057,32.0169931493,31.5809041168,31.6330451968,132904892,0.0,1.0
AAPL,2017-02-15 00:00:00+00:00,135.51,136.27,134.62,135.52,35623100,32.1165352111,32.2966589419,31.9056008421,32.1189052602,142492400,0.0,1.0
AAPL,2017-02-16 00:00:00+00:00,135.345,135.9,134.8398,135.67,22584555,32.0774294011,32.2089671256,31.9576945211,32.1544559965,90338220,0.0,1.0
AAPL,2017-02-17 00:00:00+00:00,135.72,135.83,135.1,135.1,22198197,32.1663062419,32.1923767819,32.0193631984,32.0193631984,88792788,0.0,1.0
AAPL,2017-02-21 00:00:00+00:00,136.7,136.75,135.98,136.23,24507156,32.3985710527,32.4104212982,32.2279275183,32.2871787455,98028624,0.0,1.0
AAPL,2017-02-22 00:00:00+00:00,137.11,137.12,136.11,136.43,20836932,32.4957430654,32.4981131145,32.2587381564,32.3345797273,83347728,0.0,1.0
AAPL,2017-02-23 00:00:00+00:00,136.53,137.48,136.3,137.38,20788186,32.3582802182,32.5834348817,32.3037690891,32.5597343908,83152744,0.0,1.0
AAPL,2017-02-24 00:00:00+00:00,136.66,136.66,135.28,135.91,21776585,32.3890908564,32.3890908564,32.062024082,32.2113371746,87106340,0.0,1.0
AAPL,2017-02-27 00:00:00+00:00,136.93,137.435,136.28,137.14,20257426,32.4530821818,32.5727696608,32.299028991,32.5028532126,81029704,0.0,1.0
AAPL,2017-02-28 00:00:00+00:00,136.99,137.435,136.7,137.08,23482860,32.4673024763,32.5727696608,32.3985710527,32.4886329181,93931440,0.0,1.0
AAPL,2017-03-01 00:00:00+00:00,139.79,140.15,137.595,137.89,36414585,33.1309162213,33.2162379886,32.6106904462,32.6806068944,145658340,0.0,1.0
AAPL,2017-03-02 00:00:00+00:00,138.96,140.2786,138.76,140.0,26210984,32.9342021469,33.2467168199,32.8868011651,33.1806872522,104843936,0.0,1.0
